Type,Age,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,Description,AdoptionSpeed,Images,Breed
Cat,1.0,Male,Cream,White,Unknown,Small,No,No,No,No,Healthy,0.0,Koby & Toby are very active kitten.Their faces just like twin. I've been taking care of them since they were born. I keep them in my room & couldn't let them walk around the unit as all hooters dislike cats. Either unit owner dislike them. Pls open your heart to give them better home :),2.0,adfd0f0bc-1.jpg,Domestic_Medium_Hair
Dog,1.0,Male,Brown,Unknown,Unknown,Medium,Yes,No,Yes,No,Healthy,0.0,"Rhino is a mixed breed, cute and has large soulful eyes. He is a mixture of brown and cream colour and looks at you very pitifully as if saying, please give me a home. Rhino has been dewormed but too young to be vaccinated. If you wish to adopt him please call or. He is just too adorable to miss. A must view immediately",2.0,e3f51f5e0-1.jpg,Mixed_Breed
Cat,6.0,Female,Black,Brown,Yellow,Small,No,No,No,No,Healthy,0.0,"This is Fuzzy, she is the Daughter of Digit who kind of moved into our office house. Fuzzy is a quiet little girl who like to do her own thing and look pretty, it's the Persian in her. Since she is being homed here at my office we unfortunately can't keep her. We are look for a good home for her. Please note that she is an indoor kitten and has never been outdoors, so I would prefer that she be adopted by someone who can provide an indoor setting. I'm also willing to have her spayed at my expense if the adopter requests. Please contact either James (English only) or Justin (English & Malay) if your interested in adopting Fuzzy",1.0,6d87736bc-2.jpg,Persian
Dog,10.0,Female,Black,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,50.0,"some one found her near sg Besi LRT station. she should be around 8-10months old, black in color as picture. very active and she use to whine when want people to focus on her... Unfortunately, she is handicap. healthy as per doctor. hope and appreciate any1 interested on her please don't feel shy to contact me.",4.0,1e1727250-9.jpg,Mixed_Breed
Dog,12.0,Female,Cream,Unknown,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Pug mix. DOB: March For more info / adoption, please visit PAWS, PJ. There are a lot more at the shelter.",2.0,4212729be-1.jpg,Pug
Cat,5.0,Female,Black,Brown,Cream,Medium,Yes,Yes,Yes,No,Healthy,0.0,She is a playful and active kitten. She loves to be with people.,3.0,9e557af46-1.jpg,Domestic_Short_Hair
Dog,48.0,Female,Gray,White,Unknown,Large,Unknown,Unknown,Unknown,No,Minor Injury,0.0,"Looking for a loving home. She is Julie, approximately 3 years ++, tick fever which is currently being treated. She stays in a town called Banting which is an hour drive from KL. She was given away once and now is her 2nd time. She needs a loving home which has a lot of love and parent who has patient and big loving heart to train her. Spay before adoption and bare by the new owner. If you know husky (as in behaviour and stamina), no cage and must stay indoor and you have a big heart, kindly pm me. Thank you. Please share to help.",1.0,18734d13e-2.jpg,Husky
Cat,72.0,Male,Gray,Unknown,Unknown,Medium,Yes,Yes,Yes,Yes,Healthy,0.0,"HE IS tough, macho, manje, hensem",3.0,162e06c01-1.jpg,Domestic_Short_Hair
Cat,24.0,Female,Black,Yellow,White,Medium,No,Unknown,Unknown,Unknown,Healthy,0.0,she is pregnant about 3 month.Looking for new owner..,4.0,113920513-1.jpg,Domestic_Medium_Hair
Dog,2.0,Female,Brown,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,"Princess is very cute and adorable. She loves human attention and very playful too. Future adopter must spay the puppy when she is 5 months old (we will come and check). No caging or chaining is allowed, puppy must be allowed to run freely in the house compound. Only serious adopters will be entertained.",2.0,a2c98c186-3.jpg,Mixed_Breed
Dog,48.0,Female,Brown,Cream,Unknown,Small,Unknown,Yes,Yes,Yes,Healthy,0.0,The owner can not continue to keep it up because you want to go abroad,4.0,fd7f76b49-1.jpg,Shih_Tzu
Cat,2.0,Female,Black,Cream,Unknown,Medium,No,No,No,No,Healthy,0.0,"This kitten shows up out of no where, could be abandoned or lost, she got big eyes and sharp pointed ears. Healthy and Active.",1.0,a0bcee7e2-4.jpg,Domestic_Medium_Hair
Cat,1.0,Male,Black,Unknown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Just picked up this little black kitten in the middle of the road. He almost got run over by a truck. Brought to vet for checkup, healthy & drinking milk well from bottlefeed. At 2-week-old, this little fella is such hardy & resilient kitten, determined to live. I am looking for a good home for him now, an willing to pay for vaccinations. I have 3 cats & due to frequent traveling I cannot keep too many cats.",2.0,160dcaec8-4.jpg,Domestic_Medium_Hair
Dog,4.0,Female,Black,Unknown,Unknown,Medium,No,Yes,Yes,No,Healthy,150.0,It's fully black in colour. Found at the street and now looking for a new n lovely home.,4.0,a58fef87c-1.jpg,Mixed_Breed
Cat,1.0,Male,Black,Unknown,Unknown,Small,Yes,Unknown,Unknown,Unknown,Healthy,0.0,"Blacky is a small kitten looking for a home. It was found wondering near our unit (apartment). It loves to be carried and cuddle. It has big grey eyes. If interested, pls contact",2.0,797725280-4.jpg,Domestic_Short_Hair
Dog,2.0,Male,Black,Brown,Unknown,Medium,No,Yes,Yes,No,Healthy,0.0,Cute and intelligent puppy looking for a home sweet home. If u are interested to adopt pls contact Amy ,3.0,1ce681aa7-6.jpg,Mixed_Breed
Cat,1.0,Male,Black,Brown,White,Small,Yes,No,No,No,Healthy,0.0,Toby was found crying and alone out of my home. He is currently being fostered by me since I rescued him. He is still very young and will need a warm and loving home to grow up in. Please sms me if interested to adopt.,1.0,d8de3a329-3.jpg,Domestic_Short_Hair
Dog,1.0,Male,Black,Brown,Unknown,Large,No,Yes,Yes,No,Healthy,0.0,"Cute and adorable puppy. Suitable for landed property with compound to move about. Too big to keep in condominium or apartment. NO tying or caging for long hours just as guard dog. However, tying or caging for precautionary purposes is allowable. Interested to adopt pls call me.",2.0,7f78266ab-2.jpg,Mixed_Breed
Dog,62.0,Male,Black,Brown,White,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Quiet, gentle, not hyperactive Vaccinated, dewormed, neutered DOB: September Kindly visit PAWS, PJ to enquire / adopt. Adoption fees applies. Please ask the staff/office for assistance. Fb page: Adoption Page - PAWS PJ",3.0,20fc75f2c-1.jpg,Beagle
Dog,2.0,Female,Black,Brown,Unknown,Medium,No,No,No,No,Healthy,0.0,"Lexii is very cute and healthy. She is playful and very good with humans and other dogs. She is used to being indoors as she loves being around people and having company. She is a very well behaved girl and is brave and obedient. She can sit and give paw and also knows her name. She's looking for her forever home where she will be loved and cared for like a member of the family. Non-negotiable terms and conditions for adoption: 1) MUST be spayed at 6 months (spaying is a routine surgery on female dogs to avoid pregnancy) 2) MUST NOT be caged or chained for long periods of time 3) MUST be provided with sufficient shelter from sun and rain 4) MUST be played with/walked everyday If you cannot fulfill the above conditions then you are not a suitable adopter for Lexii. If you do, then please do give me a call. Only serious adopters will be entertained.",3.0,dcf2641f2-13.jpg,Mixed_Breed
Dog,2.0,Male,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,50.0,"Adopters must vaccinate, neuter and keep puppy indoors/fenced. call/WhatsApp: Address: ONE PETZ 2-1-20 ONE SQUARE, TINGKAT MAHSURI 1, BAYAN LEPAS, PENANG.",2.0,34fe22f69-2.jpg,Mixed_Breed
Cat,1.0,Male,Golden,Unknown,Unknown,Small,Yes,No,No,No,Healthy,0.0,"Dear Animal Lovers, This kitty was rescued from the highway at Batu Caves. He's looking for a good home. Are you the one?",1.0,fb999f812-3.jpg,Tabby
Dog,6.0,Male,Cream,Gray,Unknown,Medium,No,Yes,Yes,No,Healthy,200.0,"Very healthy,playful,docile,quiet. Very happy puppy. But needs attention and love. I have limited time for the puppy",4.0,973278f56-2.jpg,Schnauzer
Dog,72.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Sandy is looking for a home that can take care of her.,2.0,7028931ed-1.jpg,Mixed_Breed
Dog,2.0,Female,Brown,White,Unknown,Medium,Yes,No,No,No,Healthy,0.0,I have been feeding Lily's mum and her other siblings for the past 2 months. They are currently taking a shelter inside the temple behind my office. Please open your heart to adopt Lily.She deserves to be loved and cared for. Future adopter must spay her when she is 5 months old (we will come and check).No caging or chaining is allowed. She must be allowed to run freely within the house compound. Only serious adopters will be entertained.,2.0,8d676283f-2.jpg,Mixed_Breed
Cat,12.0,Male,Gray,White,Unknown,Small,Yes,Yes,Yes,Yes,Healthy,0.0,"Beanie is a sweet boy we found sitting outside Coffee Bean, hence the name Beanie. He's affectionate and playful and also loves to be cuddled. He's also got the softest fur! Please call if you'd like to see him!",1.0,a0be585cb-2.jpg,Domestic_Short_Hair
Dog,36.0,Female,Black,Unknown,Unknown,Medium,Unknown,Yes,Yes,Yes,Healthy,0.0,"Mama was rescued w her 8puppies. She is all bone and skinny trying to feed her babies. Thus her nipples sag of her constant feeding and losing most of her fur. After fostering her for more than a year and spayed, she is all healthy and is now l happy naughty mama. Acting just like a puppy when she is out for a walk. She is good w people and I believe it will take some time to get to know her and close to her. But is she friendly so no worries. She is alright w cats but need to introduce to her slowly. Thats a usual step. Pls pm or whatsapp me by copying and paste this message: Mama Black/ (your name)/ (your location). Thanks for reading Mama profile!",4.0,8ce613036-2.jpg,Labrador_Retriever
Dog,3.0,Female,Black,Brown,Unknown,Medium,Yes,Yes,Yes,No,Healthy,0.0,Active and healthy. Already vaccine and deworming on 5/3/17. Request to send photo after one month. To prove that the puppy is in good condition. Please save her and give her a sweet home. We will pay the neutering fees if the adopter wish to neuter her.,3.0,b968b85c1-2.jpg,Mixed_Breed
Dog,5.0,Male,Black,Brown,Yellow,Medium,Yes,Yes,Yes,No,Healthy,0.0,"""I have been picked up from the street when I was a baby. Since then I have been brought to a clinic. I have been waiting each day, hoping that someone will like me and kind enough to take me home as a pet"" (Not as a Guard Dog) Lemon boy is an intelligent little boy, he is little playful and loves attention. If you think you can offer him a good home, kindly contact or Visit Dr.Jean's Veterinary Centre located at 12, Lebuh Medan Ipoh, Ipoh (Opposite Kinta City)",3.0,5e27bdcde-1.jpg,Mixed_Breed
Dog,7.0,Male,Black,Cream,Unknown,Medium,No,Yes,Yes,Yes,Healthy,0.0,"Coffee ( aka Kopi O ) is a very playful and loyal kid. Always the first one to greet us whenever we pay the brothers a visit. And when we leave, Coffee will escort us to the car, seeing him standing there in the rear-view mirror as we drove off breaks our hearts every time.. Living outside the food court, Coffee and his brother Milo are often being bullied and beaten by the food court employee. They were abandoned there when they were pups, despite not getting enough food, they are always being beaten by the food court staff, they stayed on, as that is the only place they know. Young Coffee is extremely trusting and friendly like any pups should. Coffee is neutered, vaccinated, deticked and dewormed. However, due to shortage of place to keep them, Coffee and his brother Milo had to be released to the food court after visit to the vet. The heavy traffic and unfriendly human around is not a safe place for these sweet pups. We pray for the kind person to give this poor kid a real home before it's too late... If you are able to help by adopting or fostering, please contact Sandy via whatsapp / sms / phone The brothers are very close, while single adoption are welcome, if you can keep both of them would be much appreciated :) and here's Coffee's brother - Milo",3.0,a05c489dc-6.jpg,Mixed_Breed
Cat,2.0,Male,Black,Gray,Unknown,Small,Yes,No,No,No,Healthy,0.0,We found this kitten at our main door. now we helping to find a serious cat lover.,1.0,9619060db-1.jpg,Domestic_Short_Hair
Cat,4.0,Female,Brown,Cream,Unknown,Small,Yes,No,No,No,Healthy,0.0,Baby's another sibling. Active sangat.,4.0,aad08c47b-1.jpg,Domestic_Short_Hair
